Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,date
https://twitter.com/banklessDAO/status/1402710833684156430,"Are you ready for the $BED Index 🛏️ The @indexcoop proposal to launch the $BTC, $ETH, and $DPI token index is live! 🎉 If you own $INDEX, place your vote on Snapshot. https://t.co/98naI77hBg",2021-06-09 19:34 +0000,15463,163,0.01054129211666559,2021-06-09
https://twitter.com/banklessDAO/status/1402699559927681028,@DoughDeFi @PieDAO_DeFi This is what happens when you stare into the abyss.,2021-06-09 18:50 +0000,113,7,0.061946902654867256,2021-06-09
https://twitter.com/banklessDAO/status/1402659775544971264,"Our FIRST NFT Showcase is this Friday!

Each week, we'll showcase and auction NFTs from an artist whose work overlaps with the Bankless mission.

Stay tuned and #gobankless",2021-06-09 16:12 +0000,11810,162,0.013717188823031329,2021-06-09
https://twitter.com/banklessDAO/status/1402624485673607183,https://t.co/99RcvPMluq,2021-06-09 13:51 +0000,1846,70,0.03791982665222102,2021-06-09
https://twitter.com/banklessDAO/status/1402624484532797445,"Triple digit APR? Where??? 👀

@PieDAO_DeFi is boosting their liquidity for DOUGH/WETH and PLAY/DOUGH pools 🌊 You’ve made $BANK, now go make some $DOUGH. 👇 Guide in the comments.

https://t.co/0P58kRZPss",2021-06-09 13:51 +0000,6129,144,0.023494860499265784,2021-06-09
https://twitter.com/banklessDAO/status/1402623070410612738,@owocki @DeFiUser @GitcoinDAO Drop us a line in our Marketing Guild discoes channel or on https://t.co/MpU5qv9mg4 https://t.co/Cd9ZSJurVE,2021-06-09 13:46 +0000,376,33,0.08776595744680851,2021-06-09
https://twitter.com/banklessDAO/status/1402424677646098436,"⚠️New Snapshot to allocate 1M $BANK for Season 0 Active Members!

https://t.co/VYaZiykIHi",2021-06-09 00:37 +0000,5236,360,0.06875477463712758,2021-06-09
https://twitter.com/banklessDAO/status/1401306641308471300,"We have a winner!! 

Congrats to @elijahkuhaupt for winning 500 $BANK!

Thank you to all for your participation - there will be more opportunities 👀 https://t.co/ZeEPnbWVLx",2021-06-05 22:35 +0000,2933,62,0.02113876576883737,2021-06-05
https://twitter.com/banklessDAO/status/1401214633076310017,"Weekly Rollup #5 👇 It's a big one. 

https://t.co/zGAFvopTN3",2021-06-05 16:29 +0000,14978,241,0.01609026572306049,2021-06-05
https://twitter.com/banklessDAO/status/1401205381226020870,"@humptycalderon @travpreneur @BanklessHQ Welcome! Check out the wiki if you're interested in learning more.
https://t.co/kDbtxEZ0pP",2021-06-05 15:52 +0000,69,8,0.11594202898550725,2021-06-05
https://twitter.com/banklessDAO/status/1400964158657597446,Coming back to the DAO Discord after being away for a few hours and trying to catch up on everything: https://t.co/ORRLFwWYyF,2021-06-04 23:54 +0000,2432,120,0.049342105263157895,2021-06-04
https://twitter.com/banklessDAO/status/1400912313490702338,"Special thank you to:

@0x_Lucas @wolfehr @frogmonkee @Elite_Clarity @Abv_Avg_Joe and many many others.",2021-06-04 20:28 +0000,1571,49,0.031190324633991087,2021-06-04
https://twitter.com/banklessDAO/status/1400912311376699392,Wrapping it up https://t.co/yn745XNJty,2021-06-04 20:28 +0000,1732,78,0.04503464203233257,2021-06-04
https://twitter.com/banklessDAO/status/1400912307278938114,"Exploring governance frameworks and on-chain integration, like @nowdaoit @OrcaProtocol @joincolony @AragonProject https://t.co/fqAgXQ3WlD",2021-06-04 20:28 +0000,868,53,0.06105990783410138,2021-06-04
https://twitter.com/banklessDAO/status/1400912303009112064,Grants committee. 5-7 community leaders similar to @AaveGrants @compoundgrants and @uniswapgrants https://t.co/2sDazgpRes,2021-06-04 20:28 +0000,665,29,0.04360902255639098,2021-06-04
https://twitter.com/banklessDAO/status/1400912295849381890,Season 1 Priority: Revenue Streams https://t.co/xFXZxkeABa,2021-06-04 20:28 +0000,641,37,0.057722308892355696,2021-06-04
https://twitter.com/banklessDAO/status/1400912291713884164,"Season 1 Priority: Onboard Project 
PS. @AaveGrants 👀 peep our submission https://t.co/udPGNo1A0r",2021-06-04 20:28 +0000,533,45,0.08442776735459662,2021-06-04
https://twitter.com/banklessDAO/status/1400912287938977793,Got a project? Scope it out so you know what's needed to succeed. https://t.co/urBdVNh0oG,2021-06-04 20:28 +0000,489,34,0.06952965235173825,2021-06-04
https://twitter.com/banklessDAO/status/1400912283979505664,Formalizing a workflow for requesting funding https://t.co/BQPmWD7AVM,2021-06-04 20:28 +0000,503,36,0.07157057654075547,2021-06-04
https://twitter.com/banklessDAO/status/1400912278443098114,What are seasons and how do they operate? https://t.co/tmNnhcTS7k,2021-06-04 20:28 +0000,590,64,0.10847457627118644,2021-06-04
https://twitter.com/banklessDAO/status/1400912274496233472,🚨SEASON 1 ALPHA 🚨 --&gt; Here's what you missed on the community call 👇 https://t.co/JtsfkQ4zxJ,2021-06-04 20:28 +0000,3690,390,0.10569105691056911,2021-06-04
https://twitter.com/banklessDAO/status/1400907156933681154,"@DwanyeTheBlock @TrustlessState @RyanSAdams @BanklessHQ Nah, just send me 1 ETH and I'll send you 2 back. Trust me.",2021-06-04 20:07 +0000,40,5,0.125,2021-06-04
https://twitter.com/banklessDAO/status/1400906321554296835,@DowlsSin @Elite_Clarity Shoot us a DM!,2021-06-04 20:04 +0000,29,3,0.10344827586206896,2021-06-04
https://twitter.com/banklessDAO/status/1400905309787353089,@DwanyeTheBlock @TrustlessState @RyanSAdams @BanklessHQ I'd write you a recommendation letter.,2021-06-04 20:00 +0000,606,12,0.019801980198019802,2021-06-04
https://twitter.com/banklessDAO/status/1400889808650530816,@cryptochad1337 You can swap on Uni and join the Discord. https://t.co/DE9k3QAwng,2021-06-04 18:58 +0000,108,5,0.046296296296296294,2021-06-04
https://twitter.com/banklessDAO/status/1400887573233369095,"@WellsFargo You guys make for a terrible pick up line.

@Cville_Family killing it with the memes. Competition soon??? 👀 https://t.co/upSQ006MFh",2021-06-04 18:49 +0000,371,218,0.5876010781671159,2021-06-04
https://twitter.com/banklessDAO/status/1400867704916123652,"🚨$BANK GIVEAWAY🚨

DAO members:

Have a friend(s) who doesn’t know about Bankless DAO??

500 $BANK will be given at random to a member who tags a friend!

Be a good pal, help them #gobankless 

Ready, GO! 🏁

https://t.co/ta7US5S8xY",2021-06-04 17:31 +0000,8771,472,0.05381370425265078,2021-06-04
https://twitter.com/banklessDAO/status/1400848150189969414,Alpha 👀 https://t.co/8Eipdnhgfn,2021-06-04 16:13 +0000,4231,489,0.1155755140628693,2021-06-04
https://twitter.com/banklessDAO/status/1400835683070070784,Can't stop won't stop https://t.co/KL0rGubUDF,2021-06-04 15:23 +0000,3476,332,0.09551208285385501,2021-06-04
https://twitter.com/banklessDAO/status/1400803109736091650,"Community call is going to be 🔥 today. Drop in for some Season 1 Alpha 🤫 at 11am EDT (1h45m)!!!

https://t.co/EdmDihJdZq",2021-06-04 13:14 +0000,3645,114,0.031275720164609055,2021-06-04
https://twitter.com/banklessDAO/status/1400134364923584519,"Bad time to be a bank 🏦, great time to be $BANK. https://t.co/Azvumdstlc",2021-06-02 16:57 +0000,2411,30,0.01244296972210701,2021-06-02
https://twitter.com/banklessDAO/status/1400119501312647170,@staringispolite @JasonHitchcock DMs should be open now!,2021-06-02 15:57 +0000,61,6,0.09836065573770492,2021-06-02
https://twitter.com/banklessDAO/status/1400119234101981185,@Antipest0x 😂,2021-06-02 15:56 +0000,109,5,0.045871559633027525,2021-06-02
https://twitter.com/banklessDAO/status/1400113156215746560,@RoninImperial Plenty to contribute to! Looking forward to your help 💪🏼,2021-06-02 15:32 +0000,92,4,0.043478260869565216,2021-06-02
https://twitter.com/banklessDAO/status/1400110500877197312,"🔔$BANK Airdrop #2 is LIVE! If you have a 2020/2021 POAP badge, claim your tokens 🪙

https://t.co/Hw7asCm8EW",2021-06-02 15:22 +0000,4385,441,0.10057012542759407,2021-06-02
https://twitter.com/banklessDAO/status/1400102086327611395,"As we are winding down with Season 0, and begin the transition into Season 1, what are YOU most excited about??

Let us know! 🎆👇",2021-06-02 14:48 +0000,3084,143,0.04636835278858625,2021-06-02
https://twitter.com/banklessDAO/status/1400061297455161345,"It can be challenging to remember when meetings are happening, along with everything else going on in the DAO, as well as your personal life. 

Have them sync to your personal calendar 🗓 and never stress of missing a meeting!

https://t.co/SU2DaqDxN1",2021-06-02 12:06 +0000,1644,57,0.03467153284671533,2021-06-02
https://twitter.com/banklessDAO/status/1399859089803419650,"Who can help perpetuate crypto culture with Bankless DAO?

Tag an NFT artist we should be working with 👀",2021-06-01 22:43 +0000,30688,725,0.023624869655891553,2021-06-01
https://twitter.com/banklessDAO/status/1399848344147660803,"The Bankless DAO is comprised of multiple Guilds - but what’s a Guild?

Check it out, join one, and contribute! 

Or, propose for the formation of a new Guild that you feel this DAO needs ⚔️. 

https://t.co/teqG8r6oz0",2021-06-01 22:00 +0000,1683,65,0.038621509209744505,2021-06-01
https://twitter.com/banklessDAO/status/1399815860726878208,"To clarify, this is just a proposed method!",2021-06-01 19:51 +0000,1900,32,0.016842105263157894,2021-06-01
https://twitter.com/banklessDAO/status/1399804241997402113,"For anyone trying to wrap their heads around the Bankless DAO’s token, $BANK, look no further: 

This 🔥 chart created by .@0xMamer simplifies it perfectly. https://t.co/EGJed3TMZ5",2021-06-01 19:05 +0000,6416,723,0.11268703241895262,2021-06-01
https://twitter.com/banklessDAO/status/1399737740275728384,"For most, DAOs can be quite daunting at first.

We’re moving fast, &amp; for newcomers it can be difficult to latch on and get involved. 

We want to ensure everyone knows where to go for any questions!

How about a “Getting Started Cheat Sheet”?? 

👇

https://t.co/1kOpespUfa",2021-06-01 14:40 +0000,35248,498,0.014128461189287336,2021-06-01
https://twitter.com/banklessDAO/status/1399555824880525315,"If you listen closely, you can hear the DAO evolving.",2021-06-01 02:38 +0000,3914,102,0.026060296371997957,2021-06-01
https://twitter.com/banklessDAO/status/1399517631309180930,@tradetherapist @wongisrite @BanklessHQ Resale market now. Limited supply,2021-06-01 00:06 +0000,104,7,0.0673076923076923,2021-06-01
https://twitter.com/banklessDAO/status/1399134705396633600,"Damn, my heart rate was elevated after being a part of that impromptu community call just now...",2021-05-30 22:44 +0000,3095,137,0.04426494345718902,2021-05-30
https://twitter.com/banklessDAO/status/1398992957290823680,"@thycommodore @steernorbear But yeah, I suppose the ""no holidays or weekends"" line does make it sound like toxic startup hustle culture. Definitely not intended. Family/health first. DAOs are not a job.",2021-05-30 13:21 +0000,87,5,0.05747126436781609,2021-05-30
https://twitter.com/banklessDAO/status/1398992478603198464,"@thycommodore @steernorbear Hm, I don't read the tweet as claiming ownership or profits by exploiting labor.

More so that because DAOs support permissionless action, there's always activity when people have the time to contribute.",2021-05-30 13:19 +0000,44,0,0,2021-05-30
https://twitter.com/banklessDAO/status/1398826663786344450,"@dana_marlane @hexidethmal @zerohedge @drakefjustin Wants other people to do the research for her

Not gonna make it",2021-05-30 02:20 +0000,52,7,0.1346153846153846,2021-05-30
https://twitter.com/banklessDAO/status/1398821694408593411,"Guest Passes (Level 0) for the Bankless DAO are now available ✅

We are building  the foundation for the future of crypto culture and beyond. The opportunities you choose to take are up to you. 

🦺 Let’s build 

🗣 https://t.co/EdmDihJdZq
📖 https://t.co/CJ5OJ10Qnc https://t.co/VBdTEDZdKG",2021-05-30 02:00 +0000,2378,146,0.061396131202691336,2021-05-30
https://twitter.com/banklessDAO/status/1398820216692346881,Underperforming? Where? https://t.co/vaewd2Qicj https://t.co/l8Nd32LzbX,2021-05-30 01:55 +0000,6681,677,0.10133213590779823,2021-05-30
https://twitter.com/banklessDAO/status/1398703516311564289,@Church_0x Had that line queued up 😂,2021-05-29 18:11 +0000,111,1,0.009009009009009009,2021-05-29
https://twitter.com/banklessDAO/status/1398677421830901762,@Diego_Torres_ https://t.co/iFNeoc4byP,2021-05-29 16:27 +0000,331,7,0.021148036253776436,2021-05-29
https://twitter.com/banklessDAO/status/1398673464807104519,"@lml_lan @RoninImperial Bank is still just a governance token. We've been experimenting with using it as a medium of exchange, but it's not really ready to be listed as money, yet. https://t.co/KGf1yl7TTf",2021-05-29 16:11 +0000,50,5,0.1,2021-05-29
https://twitter.com/banklessDAO/status/1398663630611177481,"What’s an advantage of a DAO? 

There’s no stopping. With a global workforce, work continues to get done - no holiday or weekend puts a hault to this engine 💪🏼",2021-05-29 15:32 +0000,15520,263,0.016945876288659793,2021-05-29
https://twitter.com/banklessDAO/status/1398635118852444165,Got cool shit you want to build? Join BanklessDAO https://t.co/T6nbfDNDxF,2021-05-29 13:39 +0000,3008,198,0.06582446808510638,2021-05-29
https://twitter.com/banklessDAO/status/1398432676885917697,"Newsletter is out for week 4! Catch up on what all the ⚔️Guilds have been up to.

https://t.co/chKVcbqJcu",2021-05-29 00:15 +0000,3979,141,0.03543603920583061,2021-05-29
https://twitter.com/banklessDAO/status/1398411484905066503,@RyanSAdams BanklessDAO,2021-05-28 22:50 +0000,3237,70,0.02162496138399753,2021-05-28
https://twitter.com/banklessDAO/status/1398358495678943232,Iconic https://t.co/3VCYDryqfR,2021-05-28 19:20 +0000,2390,19,0.007949790794979079,2021-05-28
https://twitter.com/banklessDAO/status/1398353964203008000,"Notes are up if you missed it!
https://t.co/mpjHvp6HzQ https://t.co/3zGgCOX5i1",2021-05-28 19:02 +0000,1782,25,0.014029180695847363,2021-05-28
https://twitter.com/banklessDAO/status/1398353913875558401,@RoninImperial Check it https://t.co/mpjHvp6HzQ,2021-05-28 19:02 +0000,43,12,0.27906976744186046,2021-05-28
https://twitter.com/banklessDAO/status/1398339697269788677,"@FFAF_01 Soon, we promise. Working on an MVP for onboarding media modes and affiliate networks!",2021-05-28 18:05 +0000,44,3,0.06818181818181818,2021-05-28
https://twitter.com/banklessDAO/status/1398318475383394307,"We are CHUGGING 🚂

The energy, productivity, ideas.

Get on board now y’all.",2021-05-28 16:41 +0000,2869,79,0.02753572673405368,2021-05-28
https://twitter.com/banklessDAO/status/1398309928360546306,"Community calls are for 💩posting, right @TrustlessState? https://t.co/Kgm2Mxg1YI",2021-05-28 16:07 +0000,21392,1376,0.0643231114435303,2021-05-28
https://twitter.com/banklessDAO/status/1398302231464603653,📈 number go up https://t.co/RTj0BnQtsi,2021-05-28 15:36 +0000,1485,31,0.020875420875420877,2021-05-28
https://twitter.com/banklessDAO/status/1398301123442843649,"Our Design Guild has big things in store.

🔥🔥🔥

Stay tuned!",2021-05-28 15:32 +0000,1964,41,0.020875763747454174,2021-05-28
https://twitter.com/banklessDAO/status/1398300151827996673,👀 👀 👀 https://t.co/ewCXQ8oXd7,2021-05-28 15:28 +0000,13776,66,0.004790940766550522,2021-05-28
https://twitter.com/banklessDAO/status/1398295714795511810,Third week in a row over 100 in attendance. This is the standard now. https://t.co/3zGgCOFuqt https://t.co/UH3aG1K1u1,2021-05-28 15:10 +0000,21215,690,0.03252415743577657,2021-05-28
https://twitter.com/banklessDAO/status/1398293943322808327,We are LIVE!,2021-05-28 15:03 +0000,29529,199,0.006739137796742185,2021-05-28
https://twitter.com/banklessDAO/status/1398289586183237639,"Community Call #3 in 15 minutes! ⏰
Also I totally almost screwed up the POAPs, but we gucci 😎",2021-05-28 14:46 +0000,2983,70,0.023466309084813945,2021-05-28
https://twitter.com/banklessDAO/status/1398263378271997959,"Community Call day 📞

Under 2 hours!

Hop in, and get the most recent updates of the DAO! https://t.co/LO8Rr3RZYf",2021-05-28 13:02 +0000,2217,67,0.030221019395579612,2021-05-28
https://twitter.com/banklessDAO/status/1398106131197837312,We're coming. https://t.co/rBLPa3ruxb,2021-05-28 02:37 +0000,2191,161,0.07348242811501597,2021-05-28
https://twitter.com/banklessDAO/status/1394798411212378116,@jackdurose @nicheconomy @MaxMinsker @Iiterature @TheMetaFactory @rolandharwood @CaitlinLong_ @jbrukh @iamcrumplecat How would leaders align their actions with the will of voters? Do you envision some type of election process?,2021-05-18 23:33 +0000,188,23,0.12234042553191489,2021-05-18
https://twitter.com/banklessDAO/status/1394793608558034946,Credits to @tomtranmer,2021-05-18 23:14 +0000,2091,15,0.007173601147776184,2021-05-18
https://twitter.com/banklessDAO/status/1394791355864338432,@TrustlessState @dytfin @RyanSAdams @udiWertheimer @BanklessHQ @cmsholdings And the Bankless DAO voted to donate all the funds to @gitcoin,2021-05-18 23:05 +0000,773,29,0.037516170763260026,2021-05-18
https://twitter.com/banklessDAO/status/1394780062541615104,Who wants a ticket to ride? https://t.co/4pCybFUIxd,2021-05-18 22:20 +0000,23888,943,0.03947588747488279,2021-05-18
https://twitter.com/banklessDAO/status/1394675681297006595,@undef_ined @BanklessHQ You should join our design guild and help out. Or are you just someone who comments random stuff on Twitter?,2021-05-18 15:26 +0000,119,3,0.025210084033613446,2021-05-18
https://twitter.com/banklessDAO/status/1394670246351441933,@CindiKit Wooooohoooooo!!!,2021-05-18 15:04 +0000,167,6,0.03592814371257485,2021-05-18
https://twitter.com/banklessDAO/status/1394669340952195072,One more day left to get your shirt: https://t.co/N73Z94fCLX https://t.co/msixmMWpUc,2021-05-18 15:00 +0000,24665,980,0.039732414352321097,2021-05-18
https://twitter.com/banklessDAO/status/1394385303893278724,@portiadog @TheMetaFactory @paintwithalex @BanklessHQ You gonna love what we cooked up together on this one. Personally tested more than 10 shirts and picked the best performer in the nip-test category.,2021-05-17 20:12 +0000,80,6,0.075,2021-05-17
https://twitter.com/banklessDAO/status/1394385008979152898,@jeansaisrien22 @BanklessHQ @TheMetaFactory You good?,2021-05-17 20:11 +0000,95,14,0.14736842105263157,2021-05-17
https://twitter.com/banklessDAO/status/1394384435592585216,@E2Mistr @BanklessHQ @TheMetaFactory Don’t get caught at the meet up in the Hanes version of this joint bro,2021-05-17 20:08 +0000,84,7,0.08333333333333333,2021-05-17
https://twitter.com/banklessDAO/status/1394382208924717056,"@E2Mistr @BanklessHQ @TheMetaFactory Indeed. It’s the good stuff. Is having $90 worth not having this shirt?

Plus, everyone gets $ROBOT rebates. Read shirt description 🤖",2021-05-17 19:59 +0000,250,15,0.06,2021-05-17
https://twitter.com/banklessDAO/status/1394381452230369280,@CryptoGucci 😈😈😈,2021-05-17 19:56 +0000,272,1,0.003676470588235294,2021-05-17
https://twitter.com/banklessDAO/status/1394376676386115586,@BanklessHQ @TheMetaFactory Wow,2021-05-17 19:38 +0000,1774,50,0.02818489289740699,2021-05-17
https://twitter.com/banklessDAO/status/1394367975042416641,@SinjunART 😎😎😎😎😎,2021-05-17 19:03 +0000,43,0,0,2021-05-17
https://twitter.com/banklessDAO/status/1394335169092362249,@livethelifetv 🔥🔥🔥,2021-05-17 16:53 +0000,352,7,0.019886363636363636,2021-05-17
https://twitter.com/banklessDAO/status/1394330221168365570,@Dangaeb @TheMetaFactory yes!,2021-05-17 16:33 +0000,295,3,0.010169491525423728,2021-05-17
https://twitter.com/banklessDAO/status/1394329005789089800,@Mooie_89 @TheMetaFactory + 42% back in ROBOT.,2021-05-17 16:28 +0000,333,7,0.021021021021021023,2021-05-17
https://twitter.com/banklessDAO/status/1394328519321128962,"Wow @TheMetaFactory 😳

🔥 🏦 🔥 

It’s time to grab a Bankless Box Logo

https://t.co/nEPoiuXIui https://t.co/SFqeSx58Mk",2021-05-17 16:26 +0000,68924,1146,0.016627009459694735,2021-05-17
https://twitter.com/banklessDAO/status/1393353635078213636,@BanklessChi is on 🔥 with these tweets https://t.co/rn1rEd2X0a,2021-05-14 23:52 +0000,133,24,0.18045112781954886,2021-05-14
https://twitter.com/banklessDAO/status/1393324998354370560,@McDermittMarvel Yes 👍,2021-05-14 21:59 +0000,235,1,0.00425531914893617,2021-05-14
https://twitter.com/banklessDAO/status/1393313328521428998,"""Can't wait to go home and arb $RAI."" https://t.co/74t1EHIbxi",2021-05-14 21:12 +0000,2493,209,0.08383473726434015,2021-05-14
https://twitter.com/banklessDAO/status/1393274762349228034,@cr8rx @BanklessHQ https://t.co/fWFqFpa3RX,2021-05-14 18:39 +0000,31,3,0.0967741935483871,2021-05-14
https://twitter.com/banklessDAO/status/1393253315463442432,👀 https://t.co/4Ji4gAW18a,2021-05-14 17:14 +0000,3494,65,0.018603319977103606,2021-05-14
https://twitter.com/banklessDAO/status/1393221309996339202,First community call. 136 as of now! https://t.co/DEqHLl1plp,2021-05-14 15:06 +0000,2950,227,0.07694915254237288,2021-05-14
